71,TEXT_AKTKML101_04744_YSHTOLA_000_024,我們將從第一世界收集光的乙太，<hex:02100103>將其送入虛無的月亮，並向澤羅姆斯釋放……。<hex:02100103>如果我們成功，光將會消除黑暗。
72,TEXT_AKTKML101_04744_YSHTOLA_000_025,問題是，我們如何<hex:02100103>轉移大量的乙太……
73,TEXT_AKTKML101_04744_YSHTOLA_000_026,
74,TEXT_AKTKML101_04744_YSHTOLA_000_027,我們與希德等人討論後，<hex:02100103>他們迅速製作了專用的設備。
75,TEXT_AKTKML101_04744_YSHTOLA_000_028,我們稱之為「乙太傳輸器」。<hex:02100103>如果在適當的間隔內安裝它，我們便可以創建一個乙太傳輸網，<hex:02100103>也就是人工地脈，這是一個優秀的創新！
76,TEXT_AKTKML101_04744_VRITRA_000_029,人工地脈……這是可能的嗎……！
77,TEXT_AKTKML101_04744_YSHTOLA_000_030,我們將利用這個，從拿巴示艾蘭的「光之氾濫」遺址，<hex:02100103>將乙太送到第一世界的水晶塔並積累。<hex:02100103>如果沒有那裡的經驗，我們可能無法想到這一點。
78,TEXT_AKTKML101_04744_YSHTOLA_000_031,此外，通過古·拉哈·提亞，<hex:02100103>我們得以借用自稱「真正的諾亞」的人的智慧，<hex:02100103>這對我們也是一大幫助。
79,TEXT_AKTKML101_04744_YSHTOLA_000_032,亞拉戈帝國也創造了人工地脈……<hex:02100103>我們在太陽神草原看到的楔石，<hex:02100103>那些經驗也有所幫助。
80,TEXT_AKTKML101_04744_YSHTOLA_000_033,當然，從水晶塔到虛無的轉移，<hex:02100103>我們將利用塔的次元跳躍功能。
81,TEXT_AKTKML101_04744_YSHTOLA_000_034,我們將乙太釋放到次元之間，<hex:02100103>並用傳輸器來定向。<hex:02100103>這一點，也是基於我最近確立的理論。
82,TEXT_AKTKML101_04744_YSHTOLA_000_035,如果我們能這樣轉移，<hex:02100103>第一世界的乙太將成為穿透黑暗盾牌的光之矛。
83,TEXT_AKTKML101_04744_YSHTOLA_000_036,然而，我們沒有時間進行驗證可行性，<hex:02100103>所以唯一的問題是我們必須冒險……。
84,TEXT_AKTKML101_04744_Q1_000_000,要說什麼？
85,TEXT_AKTKML101_04744_A1_000_001,這是大家智慧的結晶！
86,TEXT_AKTKML101_04744_A1_000_002,我們總是臨時抱佛腳，不是嗎？
87,TEXT_AKTKML101_04744_YSHTOLA_000_038,現在和「未來」的加隆德公司，以及許多智慧，<hex:02100103>都在照亮我們的道路。
88,TEXT_AKTKML101_04744_YSHTOLA_000_039,你這麼說，我也覺得是。<hex:02100103>雖然這並不值得稱讚。
89,TEXT_AKTKML101_04744_ESTINIEN_000_040,我完全不懂這些深奧的理論，<hex:02100103>所以我們需要在第一世界放置那個設備，對嗎？
90,TEXT_AKTKML101_04744_YSHTOLA_000_041,因為地點的關係，我能請你幫忙嗎……？<hex:02100103>為了讓你不迷路，<hex:02100103>我會給你足夠的支援。
91,TEXT_AKTKML101_04744_MYSTERIOUSPERSON_000_042,我也會去的。
92,TEXT_AKTKML101_04744_MYSTERIOUSPERSON_000_043,第一世界是一個即使被光吞噬也恢復了黑暗的世界，<hex:02100103>我對那裡很感興趣。<hex:02100103>我想知道那是什麼樣的地方。
93,TEXT_AKTKML101_04744_VRITRA_000_044,但是，零……<hex:02100103>你打算如何穿越世界？
94,TEXT_AKTKML101_04744_MYSTERIOUSPERSON_000_045,只需要將靈魂放入吸魂晶就可以了，對吧？<hex:02100103>你們是這樣穿越的，你之前說過。
95,TEXT_AKTKML101_04744_MYSTERIOUSPERSON_000_046,我曾經被妖異召喚的術式剝離靈魂，<hex:02100103>然後被帶到這裡。<hex:02100103>如果是同樣的事情，我應該可以自己做到。
96,TEXT_AKTKML101_04744_YSHTOLA_000_047,如果你需要一個空的吸魂晶，我有一個我用過的。<hex:02100103>如果你願意，我可以帶你去。
97,TEXT_AKTKML101_04744_YSHTOLA_000_048,那麼，我就去整理乙太傳輸器，<hex:02100103>並協助零移動靈魂。
98,TEXT_AKTKML101_04744_YSHTOLA_000_049,你也可以準備出發嗎？<hex:02100103>我們等等在宮殿前面見面。
99,TEXT_AKTKML101_04744_ESTINIEN_000_050,有一瞬間我誤會了，<hex:02100103>我以為雅修特拉提議讓零借用她的身體。<hex:02100103>那真的會……很奇怪。
100,TEXT_AKTKML101_04744_VARSHAHN_000_100,靈魂的移動在零使用的房間進行。<hex:02100103>我們在這裡等待它完成吧。
101,TEXT_AKTKML101_04744_YSHTOLA_000_101,讓你久等了。
102,TEXT_AKTKML101_04744_YSHTOLA_000_102,零的靈魂已經成功地移入了吸魂晶。
103,TEXT_AKTKML101_04744_YSHTOLA_000_103,
104,TEXT_AKTKML101_04744_VARSHAHN_100_103,關於她的肉體，<hex:02100103>我已經安排了煉金術師們來照顧。<hex:02100103>所以你可以放心。
105,TEXT_AKTKML101_04744_YSHTOLA_000_104,請接受這個。<hex:02100103>我將吸魂晶、乙太傳輸器，<hex:02100103>以及零的裝備等都放在裡面了。
106,TEXT_AKTKML101_04744_YSHTOLA_100_104,對了，我讓古·拉哈·提亞寫下了關於操作水晶塔的指南，<hex:02100103>也放在裡面了。<hex:02100103>這樣你就不會在當地迷路了。
107,TEXT_AKTKML101_04744_VARSHAHN_000_105,
108,TEXT_AKTKML101_04744_VARSHAHN_000_106,
109,TEXT_AKTKML101_04744_YSHTOLA_000_107,
110,TEXT_AKTKML101_04744_YSHTOLA_000_108,
111,TEXT_AKTKML101_04744_ESTINIEN_000_109,我想當你們離開的時候，我應該會去月亮那……。<hex:02100103>反正我在這裡也沒有什麼可以做的，<hex:02100103>只能做好「劍」被破壞的準備了。
112,TEXT_AKTKML101_04744_VARSHAHN_000_110,很感激你能這樣做。<hex:02100103>我將在這裡治療在虛無月亮受到的傷勢，<hex:02100103>並擔任聯絡人。
113,TEXT_AKTKML101_04744_YSHTOLA_000_111,關於光的力量的使用，你可以找琳。<hex:02100103>拿巴示艾蘭是與她因緣不淺的地方……<hex:02100103>而且我相信她一定會幫助你的。
114,TEXT_AKTKML101_04744_YSHTOLA_000_112,但在那之前，你們必須先去見「拜克·拉各」。<hex:02100103>他是靈魂的專家，應該能實現零的實體化。
115,TEXT_AKTKML101_04744_YSHTOLA_000_113,也許他現在還在水晶都的博物陳列館裡，<hex:02100103>你們可以先到那看一下。
116,TEXT_AKTKML101_04744_YSHTOLA_000_114,出發吧。<hex:02100103>「暗之戰士」的再臨第一世界的時刻已經來臨！
117,TEXT_AKTKML101_04744_BEQLUGG_000_200,這不是<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>嗎。<hex:02100103>你有什麼事要找我？
118,TEXT_AKTKML101_04744_BEQLUGG_000_201,嗯嗯嗯……！<hex:02100103>你想要將從原初世界帶來的靈魂實體化！？
119,TEXT_AKTKML101_04744_BEQLUGG_000_202,而且，你還想將充滿這個世界的光的力量，<hex:02100103>運送到不同的世界……這是多麼出人意料的事情！
120,TEXT_AKTKML101_04744_BEQLUGG_100_202,但是，情況就是這樣。<hex:02100103>如果是你們的世界的危機，我也不能吝嗇我的智慧。<hex:02100103>
121,TEXT_AKTKML101_04744_BEQLUGG_000_203,嗯嗯嗯……！<hex:02100103>你又從原初世界帶來了靈魂！？
122,TEXT_AKTKML101_04744_BEQLUGG_000_204,而且，你還想將充滿這個世界的光的力量，<hex:02100103>運送到虛無界……這是多麼出人意料的事情！
123,TEXT_AKTKML101_04744_BEQLUGG_100_204,唉……我想有些人會無法避免自己處於改變世界的事件中心。<hex:02100103>好吧，如果你的家園處於危險之中，那麼我將盡我所能來幫助你。<hex:02100103>如果這對蛇心有幫助的話就更好了。
124,TEXT_AKTKML101_04744_BEQLUGG_000_205,
125,TEXT_AKTKML101_04744_BEQLUGG_000_206,好的，我們馬上開始實體化。<hex:02100103>這可能需要一些時間，<hex:02100103>你先去找琳吧。
126,TEXT_AKTKML101_04744_BEQLUGG_000_207,她最近常常出入作物園藝館。<hex:02100103>我也會在零的實體化完成後過去。
127,TEXT_AKTKML101_04744_BEQLUGG_000_210,作物園藝館就在這裡出去後右轉。<hex:02100103>實體化完成後，我會帶零去那裡，<hex:02100103>你先去見琳怎麼樣？
128,TEXT_AKTKML101_04744_RYNE_000_300,這片天空……以及城市裡每個人的笑容，<hex:02100103>都是我們共同努力的成果。<hex:02100103>為了讓這一切能夠持續下去，我正在學習我能做的事情。
129,TEXT_AKTKML101_04744_MYSTERIOUSPERSON_000_400,我已經聽說過第一世界恢復夜晚的經過。<hex:02100103>即使身體被光侵蝕，也沒有放棄，繼續抵抗的，<hex:02100103>「暗之戰士」的故事，對吧……。
130,TEXT_AKTKML101_04744_MYSTERIOUSPERSON_000_401,在暗之氾濫發生的那個時候，<hex:02100103>如果我有足夠的力量和意志去抵抗……<hex:02100103>虛無界也會有這樣的結局嗎。
131,TEXT_AKTKML101_04744_MYSTERIOUSPERSON_000_402,……不，所有都還沒有結束。<hex:02100103>我是為了這個目的才來到這個世界的。
132,TEXT_AKTKML101_04744_MYSTERIOUSPERSON_000_403,那麼我們要去哪裡？<hex:02100103>我的實體化沒有問題，隨時可以出發了。
