key,0,1
34,"TEXT_LUCKZE016_03450_TODO_10",""
35,"TEXT_LUCKZE016_03450_TODO_11",""
36,"TEXT_LUCKZE016_03450_TODO_12",""
37,"TEXT_LUCKZE016_03450_TODO_13",""
38,"TEXT_LUCKZE016_03450_TODO_14",""
39,"TEXT_LUCKZE016_03450_TODO_15",""
40,"TEXT_LUCKZE016_03450_TODO_16",""
41,"TEXT_LUCKZE016_03450_TODO_17",""
42,"TEXT_LUCKZE016_03450_TODO_18",""
43,"TEXT_LUCKZE016_03450_TODO_19",""
44,"TEXT_LUCKZE016_03450_TODO_20",""
45,"TEXT_LUCKZE016_03450_TODO_21",""
46,"TEXT_LUCKZE016_03450_TODO_22",""
47,"TEXT_LUCKZE016_03450_TODO_23",""
48,"TEXT_LUCKZE016_03450_ERSABEL_000_001","你能幫我個忙嗎？快到做飯的時間了，
我才發現用來給今天的菜餚添加風味
所必須用到的食材完全用光了。"
49,"TEXT_LUCKZE016_03450_ERSABEL_000_002","謝謝你，幫大忙了！
比起讓我出去找食材，
還是找像你這樣有經驗的人比較有效率。"
50,"TEXT_LUCKZE016_03450_ERSABEL_000_003","我需要2枚<Sheet(EventItem,2002525,0)/>，
這東西長在<Sheet(BNpcName,8992,0)/>的身上，
但是它很擅長偽裝，無法輕易發現。"
51,"TEXT_LUCKZE016_03450_ERSABEL_000_004","你到北邊腐朽的老樹附近，撒下這個<Sheet(EventItem,2002524,0)/>。
這會讓它們誤以為有同族要來爭地盤，
它們就會從草叢裡跳出來了。"
52,"TEXT_LUCKZE016_03450_ERSABEL_000_005","你先到北邊腐朽的老樹附近撒下<Sheet(EventItem,2002524,0)/>。
打倒出現的魔物後，獲取2枚<Sheet(EventItem,2002525,0)/>，
然後拿過來交給我吧，拜託了。"
53,"TEXT_LUCKZE016_03450_ERSABEL_000_020","哎呀，讓你費工夫了。
拿到<Sheet(EventItem,2002525,0)/>了嗎？"
54,"TEXT_LUCKZE016_03450_ERSABEL_000_021","哎呀呀，好大呀！
謝謝你，我這就拿去用。"
55,"TEXT_LUCKZE016_03450_ERSABEL_000_022","這是烹飪鹹魚卷時不可或缺的東西，
鹹魚卷是蛇行枝這邊發明的發酵食品。"
56,"TEXT_LUCKZE016_03450_ERSABEL_000_023","先把碾碎的魚肉進行發酵，再將肉之類的食材與其一起攪拌，
之後用這個葉片包裹起來拿去烤製。
雖然看起來很樸素，但是很好吃的！"
57,"TEXT_LUCKZE016_03450_ERSABEL_000_024","鹹魚卷是可以長期保存的食物，所以會經常吃到，
為了讓大家不會吃膩，我可是下了不少功夫的。"
58,"TEXT_LUCKZE016_03450_ERSABEL_000_025","感謝你幫我拿來食材。
有機會的話，你也要嘗一嘗蛇行枝的美食啊。"
59,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_001","（★未使用／削除予定★）"
60,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_002","（★未使用／削除予定★）"
61,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_003","（★未使用／削除予定★）"
62,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_004","（★未使用／削除予定★）"
63,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_005","（★未使用／削除予定★）"
64,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_020","（★未使用／削除予定★）"
65,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_021","（★未使用／削除予定★）"
66,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_022","（★未使用／削除予定★）"
67,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_023","（★未使用／削除予定★）"
68,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_024","（★未使用／削除予定★）"
69,"TEXT_LUCKZE016_03450_SLITHERCOOK03450_000_025","（★未使用／削除予定★）"
