key,0,1
26,"TEXT_BANKOB209_01343_TODO_02",""
27,"TEXT_BANKOB209_01343_TODO_03",""
28,"TEXT_BANKOB209_01343_TODO_04",""
29,"TEXT_BANKOB209_01343_TODO_05",""
30,"TEXT_BANKOB209_01343_TODO_06",""
31,"TEXT_BANKOB209_01343_TODO_07",""
32,"TEXT_BANKOB209_01343_TODO_08",""
33,"TEXT_BANKOB209_01343_TODO_09",""
34,"TEXT_BANKOB209_01343_TODO_10",""
35,"TEXT_BANKOB209_01343_TODO_11",""
36,"TEXT_BANKOB209_01343_TODO_12",""
37,"TEXT_BANKOB209_01343_TODO_13",""
38,"TEXT_BANKOB209_01343_TODO_14",""
39,"TEXT_BANKOB209_01343_TODO_15",""
40,"TEXT_BANKOB209_01343_TODO_16",""
41,"TEXT_BANKOB209_01343_TODO_17",""
42,"TEXT_BANKOB209_01343_TODO_18",""
43,"TEXT_BANKOB209_01343_TODO_19",""
44,"TEXT_BANKOB209_01343_TODO_20",""
45,"TEXT_BANKOB209_01343_TODO_21",""
46,"TEXT_BANKOB209_01343_TODO_22",""
47,"TEXT_BANKOB209_01343_TODO_23",""
48,"TEXT_BANKOB209_01343_BOGU_000_000","對於 佐加他們來說
第13洞穴團煉金工房 一定是個重要的地方……
他們現在 好像也在那裡 調整煉金爐呢……"
49,"TEXT_BANKOB209_01343_BOGU_000_001","現在正在 工作的
應該是 <Sheet(BNpcName,2703,0)/>和<Sheet(BNpcName,2704,0)/>。"
50,"TEXT_BANKOB209_01343_BOGU_000_002","冒險者 請你去嚇嚇他們
讓他們有種 在安全的工房裡也會被人類襲擊 的意識。"
51,"TEXT_BANKOB209_01343_BOGU_000_003","你去和<Sheet(BNpcName,2703,0)/> <Sheet(BNpcName,2704,0)/>對話
先給他們一個 強烈的印象 然後打倒他們！"
52,"TEXT_BANKOB209_01343_BOGU_000_006","我已經 和第13團煉金術士加吉說過了。
你可以 自由出入第13洞穴團煉金工房。
拜託你啦。"
53,"TEXT_BANKOB209_01343_BOGU_000_004","去和 第13洞穴團煉金工房的<Sheet(BNpcName,2703,0)/> <Sheet(BNpcName,2704,0)/>對話！"
54,"TEXT_BANKOB209_01343_BOGU_000_005","將冒險者的英姿 牢牢印在佐加的手下們的腦子裡
然後再 討伐他們。"
55,"TEXT_BANKOB209_01343_KOBOLD_000_010","這 這裡怎麼會有 人類！"
56,"TEXT_BANKOB209_01343_KOBOLD_000_011","你 你是誰？！
這裡 閒人免進！"
57,"TEXT_BANKOB209_01343_KOBOLD_000_012","呀 是人類 人類來了！"
58,"TEXT_BANKOB209_01343_BOGU_000_020","真不愧是 冒險者。
幹活真是 又快又好。"
59,"TEXT_BANKOB209_01343_BOGU_000_021","只要有冒險者在 那就是以一頂百！
給討厭的傢伙找麻煩 真是痛快！
我簡直 停不下來！"
60,"TEXT_BANKOB209_01343_KOBOLD_TALK_01","（★未使用／削除予定★）"
61,"TEXT_BANKOB209_01343_SCENE00009_EVENTAREA_WARP_YESNO_TITLE","要進入第13洞穴團煉金工房嗎？"
62,"TEXT_BANKOB209_01343_SCENE00009_EVENTAREA_WARP_YESNO_YES","是"
63,"TEXT_BANKOB209_01343_SCENE00009_EVENTAREA_WARP_YESNO_NO","否"
64,"TEXT_BANKOB209_01343_POP_MESSAGE","（★未使用／削除予定★）"
65,"TEXT_BANKOB209_01343_POPMESSAGE_000_000","敵人發起了攻擊！"
66,"TEXT_BANKOB209_01343_GAJI_000_030","你想去 第13洞穴團煉金工房？
好呀 好呀 快進去 快進去。"
