key,0,1
14,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_101","水晶中發出的警告，還有萬魔殿的結局……
總有一天，克勞狄恩老師會向學會報告
此次事件的始末和相關現象。"
15,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_102","為此，我希望能留下更加詳細的記錄。
尤其是那些與你在邊境之獄交戰的危險對手！
還請你務必具體講講！"
16,"TEXT_CTSOPN60NEMJIJI_00732_RUISSENAUD_000_103","尼姆吉吉！
你要的資料我都已經找齊了，
不過，那些真的都是解開水晶之謎所必需的資料嗎？"
17,"TEXT_CTSOPN60NEMJIJI_00732_RUISSENAUD_000_104","其中還有«水生生物的生態»和«各地的不死鳥傳說»等論文，
都是和萬魔殿的創造生物有關的資料啊。"
18,"TEXT_CTSOPN60NEMJIJI_00732_RUISSENAUD_000_105","創造生物不是都已經被 <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> 打倒、重新封印起來了嗎？
沒必要再深入調查了吧……"
19,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_106","沒有的事。
從現代研究者的視角調查存在於遠古時期的創造生物，
這可是有著重大意義的。"
20,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_107","當然……我個人也對此非常感興趣……"
21,"TEXT_CTSOPN60NEMJIJI_00732_RUISSENAUD_000_108","果然是出於你的個人興趣啊……
不過與這次的事情也不是沒有關係，所以我連論文也替你拿來了，
下次就拜託你自己收集了哦？"
22,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_110","好了，我們言歸正傳。
就請你講講那些十分危險的對手吧！"
23,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_111","對了，變身後的厄裏克托尼俄斯
和化身為半神的獄卒長也拜託你一起講一下。
這些都是很有趣……不，是令人興趣頗深的現象。"
24,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_112","嗯嗯，謝謝你願意給我講這些。
雖然很遺憾無法親眼去看看他們，
但你的講述已經足以讓我做出詳細記錄了。"
25,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_113","唔……
乾脆給創造生物的生態加上簡單的推測，
然後一起寫進記錄之中當作參考吧。"
26,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_114","你知道嗎，現代的水生生物中，
有的物種成年後能長到幼體的數十倍之大！"
27,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_115","你遇到的馬頭魚尾獸說不定也只是幼體，
還遠遠沒有長大呢！"
28,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_116","哎呀，沒想到你會這麼吃驚……
在尚未確定創造生物是否會成長之前，
這個推測確實有些過於跳躍了。"
29,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_117","但是，想像力是無限的。
在得到實證之前，一切皆有可能。
啊，我的靈感正在源源不斷地湧現！"
30,"TEXT_CTSOPN60NEMJIJI_00732_Q1_100_100","要說什麼？"
31,"TEXT_CTSOPN60NEMJIJI_00732_A1_100_100","你要寫一份充滿妄想的記錄？"
32,"TEXT_CTSOPN60NEMJIJI_00732_A2_100_100","聽起來很有趣"
33,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_120","嘿嘿嘿，推測的內容我會標註上「待檢驗」的！
來吧， <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> ，和我一起展開想像的翅膀！"
34,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_140"," <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> ，可以再佔用你一點時間嗎？
方便的話，可以給我講講你在煉淨之獄和絕地之獄的戰鬥詳情嗎？"
35,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_141","雖然富爾什諾大人要求的事件梗概的報告已經提交上去了，
但我想盡可能地留下更詳細的的記錄。"
36,"TEXT_CTSOPN60NEMJIJI_00732_RUISSENAUD_000_143","你啊……根本就是想滿足自己的好奇心吧？
別以為我不知道，你前一陣還從所思大書院
借閱了不少魔法生物和樹狀生物的論文。"
37,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_144","哎呀，想要滿足自己好奇心這一點我不否認。
但這也是為了克勞狄恩老師的研究嘛。
我想 <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> 一定也能理解的。"
38,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_145","嗯嗯……在煉淨之獄遇到的魔法生物
居然和秘術師的寶石獸有共同點……
或者說魔法生物這一概念也許就是從古代流傳下來的？"
39,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_146","還有將樹狀生物與人融合……
不論什麼樣的生物，都可以成為半神的材料嗎？
真是有意思……"
40,"TEXT_CTSOPN60NEMJIJI_00732_RUISSENAUD_000_148","你果然只是想仔細研究那些創造生物和半神吧？"
41,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_149","沒辦法，都是因為 <Highlight>ObjectParameter(1)</Highlight> 的戰鬥太精彩了，
我忍不住就興奮起來了！"
42,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_150","不過聽 <Highlight>ObjectParameter(1)</Highlight> 描述那些創造生物、
半神的肉體特徵和戰鬥能力……
感覺可以推測出很多東西！"
43,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_100_150","比如說，赫菲斯托斯也許就在自己身上融入了
「芬尼克斯」所擁有的再生和不死的概念……
呵呵呵，我腦子裡的妄想快要停不下來了！"
44,"TEXT_CTSOPN60NEMJIJI_00732_RUISSENAUD_000_151","我不阻止你妄想，
但這份記錄也是要作為報告提交給富爾什諾大人的。
你可別把那些不確定的推測也寫進去啊。"
45,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_152","唉……要是克勞狄恩老師，一定會笑著同意的。"
46,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_153","不過那是因為老師他也喜歡做這種推測。
但把這種報告交給富爾什諾大人，
只會得到一頓訓斥。"
47,"TEXT_CTSOPN60NEMJIJI_00732_Q1_100_200","要說什麼？"
48,"TEXT_CTSOPN60NEMJIJI_00732_A1_100_200","我覺得富爾什諾不會生氣的"
49,"TEXT_CTSOPN60NEMJIJI_00732_A2_100_200","惹富爾什諾生氣一定很恐怖"
50,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_155","你說得對！富爾什諾大人眼界卓絕，
他的心胸也一定像星海一樣寬廣！"
51,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_160","嗚嗚，連 <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> 也這麼說。
我明白了，我就只保留那些與報告內容有關的推測好了。"
52,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_165","好了，接下來我就把從你這聽到的情報
加上我自己的推測一起整理出一份記錄。"
53,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_166","我會充分發揮想像力……然後等待推測被證實的那一天！
來， <Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/> 也來一起暢想吧！"
54,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_200","<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>様、少しよろしいでしょうか。
星海に出現したパンデモニウムに関する戦闘について、
証言をお願いしたいのです。"
55,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_201","私自身、いくつかの場面に立ち会うことで、
記録に残すべき、興味深い体験をさせていただきました。
これを資料化するに際し、貴方の証言も追加したく思いまして。"
56,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_202","……これまでも、創造生物や転身した古代人、
半神「ヘーミテオス」など、様々な敵が立ちはだかってきました。
しかし、今回ほど奇々怪々な存在はいませんでしたね。"
57,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_203","特に、アテナが目指した「<74>FF04E7A59EFF0AE38386E382AAE382B9</74>」の概念は非常に興味深い。
彼女の研究は、あと一歩というところで潰えましたが、
完成していたら、果たしてどうなっていたことか……。"
58,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_204","そして……彼女が魅入られていた聖石も、
人の欲望を肥大化させるなど、人智を超えた力を秘めていた様子！"
59,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_205","貴方も、直接その目で見たそうですが……。
聖天使アルテマがもたらしたという聖石は、
人をルカヴィなる異形に変えるほどの力を秘めていたとか！"
60,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_210","現代にも、不可思議な結晶の逸話は数多く残されています。
中にはアテナと同様、そうした結晶の魔力に囚われ、
人ならざる存在に身をやつした者もいたとか……！"
61,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_215","アテナが完全な神へと至っていた場合、
聖石の力すら、自在に引き出せていたかもしれません……！
そうなれば、とてつもない脅威と化したことでしょう！"
62,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_216","これは妄想……あ、いえ、推論が捗りますね！
考察を進めるためにも、既存の文献から、
類似の事例を探す必要がありそうです！"
63,"TEXT_CTSOPN60NEMJIJI_00732_CLAUDIEN_000_217","(-？？？？-)……なるほど、それを見越してルイスノさんに、
各地に伝わる力ある結晶について、調べさせていたのですね。"
64,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_218","ク、クローディエン先生！？"
65,"TEXT_CTSOPN60NEMJIJI_00732_CLAUDIEN_000_219","頼んだ仕事が滞っていたので、ルイスノさんを問いただしたら、
貴方に頼まれた資料集めが終わらないのだと聞きまして。
何をしているのかと思ったら……。"
66,"TEXT_CTSOPN60NEMJIJI_00732_CLAUDIEN_000_220","業務に影響してしまうのは問題ですが……
また、今回も面白そうなことを考えているようですね！"
67,"TEXT_CTSOPN60NEMJIJI_00732_CLAUDIEN_000_221","貴方の奇想天外な推論は、私も大好きなんです。
ルイスノさんの業務は、私が調整しておきますので、
記録が完成するのを、楽しみにしていますよ。"
68,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_222","……はい、ありがとうございます！"
69,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_223","すべての可能性を、決して否定することなく、
足りない情報は、膨らみ続ける発想力で補って！
溢れ出る妄想を形にすることに、己のすべてを費やしましょう！"
70,"TEXT_CTSOPN60NEMJIJI_00732_CLAUDIEN_000_224","それでこそ私の助手です。
よければ記録より先に、その素敵な考察を少し聞かせてください。"
71,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_225","ええ……もちろんです！"
72,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_100_225","それでは、ぜひ<Split(<Highlight>ObjectParameter(1)</Highlight>, ,1)/>さんも、
私の推論を聞いていってくださいませ！"
73,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_400","根據克勞狄恩老師的要求，我們在向各機關報告時，
只報告了最低限度的內容。"
74,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_401","畢竟還不知道萬魔殿發生的事件會對現代造成什麼影響，
所以也不方便做詳細報告。"
75,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_402","我們和萬魔殿之間唯一的聯繫就是那個封印著記憶的水晶了……
但是很可惜，你從中感知到的思念自那之後就再也沒出現過了。"
76,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_403","雖然已經收集了靈魂水晶等封印著記憶的結晶進行比較，
但目前還沒有得到任何成果……"
77,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_404","要是我們也能和你一樣聽到裡面的聲音的話，
肯定會更有利於調查吧……
克勞狄恩老師也為此感到非常遺憾。"
78,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_410","唉，克勞狄恩老師不在，研究也沒什麼進展。
只能整理一下資料……"
79,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_420","我很後悔，老師出發去搜索水晶的時候，
我就應該強硬地阻止他。"
80,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_421","老師是一位非常出色的研究者，
雖然性格上有點小毛病……"
81,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_422","他這個人平時冷靜謙虛，
但一旦投入研究中，就容易忽略周圍的情況。
一心沉浸在自己的世界裡，沒少引發誤會。"
82,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_423","這次肯定也是這樣，老師專注於搜索水晶
沒能注意到不對之處，結果發生了意外吧。"
83,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_424","不過我相信老師不會輕易出事，
他一定可以平安回來。
話雖如此，只能在這裡等著實在是太煎熬了。"
84,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_500","すべては事態が落ち着いてからですが……。
クローディエン先生が復帰したら、すぐ研究を再開できるよう、
今まで起きた事象や、調査した事柄はすべて記録しています。"
85,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_501","チリも積もればと言いますか、記録も結構な量になっていまして。
先生は復帰後、まず山積みの資料に目をとおす必要があります。
さて、何日かかることやら……。"
86,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_600","貴方や古代人の皆さんのおかげで、
アテナの悪しき研究は、日の目を見ることなく終わりました。"
87,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_601","クローディエン先生いわく、
今後は、事件が星海に与えた影響を調べるとともに、
残された「黒聖石サビク」の調査を行っていくとか……。"
88,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_602","アテナの記憶はすでに消滅しているそうですが、
聖石の機構をはじめ、なんらかの力が残っているかもしれません。
真実を知る私たちが調べるべきと判断したのでしょう。"
89,"TEXT_CTSOPN60NEMJIJI_00732_NEMJIJI_000_603","恐怖心はもちろんありますが、
サビクへの好奇心があることも否定し難い事実……。
覚悟を決めて、先生に付き従おうと思っています。"
