key,0,1
24,"TEXT_FESXMS003_00249_TODO_00","裝備上<Sheet(Item,9273,0)/>
從星芒樹下獲取<Sheet(EventItem,2001524,0)/>"
25,"TEXT_FESXMS003_00249_TODO_01","將<Sheet(EventItem,2001524,0)/>交給星芒節執行委員"
26,"TEXT_FESXMS003_00249_TODO_02","裝備上<Sheet(Item,9273,0)/>
將<Sheet(EventItem,2001525,0)/>交給高腳孤丘的孩子們"
27,"TEXT_FESXMS003_00249_TODO_03","向星芒節執行委員報告"
28,"TEXT_FESXMS003_00249_TODO_04",""
29,"TEXT_FESXMS003_00249_TODO_05",""
30,"TEXT_FESXMS003_00249_TODO_06",""
31,"TEXT_FESXMS003_00249_TODO_07",""
32,"TEXT_FESXMS003_00249_TODO_08",""
33,"TEXT_FESXMS003_00249_TODO_09",""
34,"TEXT_FESXMS003_00249_TODO_10",""
35,"TEXT_FESXMS003_00249_TODO_11",""
36,"TEXT_FESXMS003_00249_TODO_12",""
37,"TEXT_FESXMS003_00249_TODO_13",""
38,"TEXT_FESXMS003_00249_TODO_14",""
39,"TEXT_FESXMS003_00249_TODO_15",""
40,"TEXT_FESXMS003_00249_TODO_16",""
41,"TEXT_FESXMS003_00249_TODO_17",""
42,"TEXT_FESXMS003_00249_TODO_18",""
43,"TEXT_FESXMS003_00249_TODO_19",""
44,"TEXT_FESXMS003_00249_TODO_20",""
45,"TEXT_FESXMS003_00249_TODO_21",""
46,"TEXT_FESXMS003_00249_TODO_22",""
47,"TEXT_FESXMS003_00249_TODO_23",""
48,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_000","呵呵，你是來幫我的嗎？
謝謝，那就拜託你啦。"
49,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_001","那麼，請你裝扮成聖人的追隨者，
從高腳孤丘的任意一棵星芒樹下回收1張<Sheet(EventItem,2001524,0)/>。"
50,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_002","……對了，說到星芒樹，
除了由我們準備的節日星芒樹以外，
你還可以去找冒險者們擺放在自己家庭院裡的。"
51,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_003","通過協助我們回收卡片，可以獲得落芒星。
根據樹的種類不同，
得到的落芒星的種類也不同。"
52,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_004","你可以用得到的落芒星去換取與星芒節有關的物品。
具體情況請去向旁邊的星芒節宣傳員諮詢。"
53,"TEXT_FESXMS003_00249_SYSTEM_000_001","導向地圖上會標出星芒樹的位置。
請在冒險者住宅區中仔細尋找！"
54,"TEXT_FESXMS003_00249_SYSTEM_100_001","另外，由於<Sheet(EventItem,2001524,0)/>最多只能獲得1張，
因此考慮好想交換的物品之後，再去相應的星芒樹下回收卡片吧。"
55,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_005","請你裝扮成聖人的追隨者，
從高腳孤丘的任意一棵星芒樹下回收1張<Sheet(EventItem,2001524,0)/>。"
56,"TEXT_FESXMS003_00249_SYSTEM_000_002","導向地圖上會標出星芒樹的位置。
請在冒險者住宅區中仔細尋找！"
57,"TEXT_FESXMS003_00249_SYSTEM_100_002","另外，由於<Sheet(EventItem,2001524,0)/>最多只能獲得1張，
因此考慮好想交換的物品之後，再去相應的星芒樹下回收卡片吧。"
58,"TEXT_FESXMS003_00249_SYSTEM_000_010","在執行部分任務時，需要裝備上<Sheet(Item,9273,0)/>。"
59,"TEXT_FESXMS003_00249_SYSTEM_000_011","如果沒有<Sheet(Item,9273,0)/>，
可以通過和星芒節宣傳員對話獲得<Sheet(Item,9273,0)/>。"
60,"TEXT_FESXMS003_00249_GUIDE65785_000_012","哎呀，你把<Sheet(Item,9273,0)/>丟了？
那我再給你一件好了。
拿好！"
61,"TEXT_FESXMS003_00249_POPMESSAGE_000_013","獲得了<Sheet(Item,9273,0)/>。"
62,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_020","你回來了啊，冒險者！
<Sheet(EventItem,2001524,0)/>回收得怎麼樣了？"
63,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_021","嗯，辛苦了，幹得好！
接下來，就請你裝扮成聖人的追隨者，
將禮物送給附近的孩子們。"
64,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_022","請你裝扮成聖人的追隨者，
將禮物送給附近的孩子們。"
65,"TEXT_FESXMS003_00249_CHILDA65785_000_030","……嗯，你就是聖人的追隨者啊？
那麼，我能得到禮物嗎？"
66,"TEXT_FESXMS003_00249_CHILDA65785_000_031","這就是禮物……
謝謝你，聖人的追隨者。"
67,"TEXT_FESXMS003_00249_CHILDB65785_000_032","聖人的追隨者來了！真棒！真棒！
禮物呢？給我的禮物呢？"
68,"TEXT_FESXMS003_00249_CHILDB65785_000_033","太棒了！得到禮物了！
我真開心！
聖人的追隨者，謝謝你！"
69,"TEXT_FESXMS003_00249_CHILDC65785_000_034","聖人的追隨者，我等你好久了！
能送給我禮物嗎？"
70,"TEXT_FESXMS003_00249_CHILDC65785_000_035","嘿嘿，沒想到真的有禮物拿。
我會好好珍惜的！"
71,"TEXT_FESXMS003_00249_CHILDA65785_000_036","聽說只要在這裡等著，
聖人的追隨者就會來給我送禮物。
哎呀，我好期待呀。"
72,"TEXT_FESXMS003_00249_CHILDB65785_000_037","哎喲！聖人的追隨者怎麼還不來呀！
快來！快來！快點來嘛！"
73,"TEXT_FESXMS003_00249_CHILDC65785_000_038","我正在等聖人的追隨者。
雖然只是騙小孩的把戲，但他們一片好意，
我還是決定給他們個面子，配合一下。"
74,"TEXT_FESXMS003_00249_SYSTEM_100_038","在執行部分任務時，需要裝備上<Sheet(Item,9273,0)/>。"
75,"TEXT_FESXMS003_00249_SYSTEM_110_038","如果沒有<Sheet(Item,9273,0)/>，
可以通過和星芒節宣傳員對話獲得<Sheet(Item,9273,0)/>。"
76,"TEXT_FESXMS003_00249_GUIDE65785_120_038","哎呀，你把<Sheet(Item,9273,0)/>丟了？
那我再給你一件好了。
拿好！"
77,"TEXT_FESXMS003_00249_POPMESSAGE_130_038","獲得了<Sheet(Item,9273,0)/>。"
78,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_040","你回來了啊，辛苦了。
你一定已經把禮物送到孩子手中了。"
79,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_041","對了，你知道這個活動的出資者是誰嗎？
我們這些執行委員也都不知道呢。"
80,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_042","就連執行委員長阿姆·加蘭基也只見過出資者的代理人，
至於出資者的真面目，則無人知曉。"
81,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_043","不過，從出資的金額來看，可以判定出資者是個大資產家。
……敢這麼任性花錢，八成是沙蠍眾的成員吧。
不過正是因為有了他的出資，我們才能舉辦節日。要感謝他才是。"
82,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_044","呵呵……不好意思，我有點扯遠了。
這次真是謝謝你來幫忙。
星芒節還會舉辦一段時間，歡迎你再來幫忙。"
83,"TEXT_FESXMS003_00249_VOLUNTEER65785_000_045","呵呵……辛苦了。
謝謝你來幫忙。
有時間再來呀！"
84,"TEXT_FESXMS003_00249_SYSTEM_000_050","協助了所有冒險者住宅區的星芒節執行委員！
去向薰衣草苗圃雅努·帕庭院的阿姆·加蘭基報告。"
85,"TEXT_FESXMS003_00249_SYSTEM_000_051","（★未使用／削除予定★）"
86,"TEXT_FESXMS003_00249_VOLUNTEER65785_100_004","（★未使用／削除予定★）"
87,"TEXT_FESXMS003_00249_VOLUNTEER65785_110_004","（★未使用／削除予定★）"
